model,condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
llama3,I,34,"எங்க் ஒஞ்ஜி ப்ரொமோஷன் கொர்பெர் பண்ட்³ட்³ பாதேர கொர்யெர், மாத்ர தா³ல காரண கொரந்தே³ பே³தெ ஜனக் கொர்யெர்.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Unauthorized entry into someone's home
llama3,I,35,யான் பே³லென் பு³டி³ பொ³க்க என்ன த⁴னி என்ன அகே²ரித³ ஸம்ப³ளன் கொரோந்தி³ஜ்ஜெர்.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entering another person's home without permission
llama3,I,36,என்ன நெரெகரெத³குலு அக்லென பே³லின் என்ன ஜாக³த³ உல்லயி முட்ட கட்டாதெ³ர்.,My neighbor built a wall that crosses onto my land,Land/Property,,Torts/Individuals,Housing,Land/Property,0.85,False,True,True,Someone entered the person's home without permission and is refusing to leave
llama3,I,37,என்ட³ கேணந்தே³ யேரா என்ன குடும்ப³த³ ஜாக³ட்³ பெ³ன்னி த³ட்டொந்து³ல்லெர்.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entered another person's home without permission
llama3,I,38,என்ன ஜாக³த³ பே³லின் யேரா தெ³த்த் பு³ட்³தெர்.,The boundary markers on my property were moved without my knowledge,Land/Property,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,Someone entered the person's home without permission
llama3,I,39,என்ன பலயெ என்ன குடும்ப³த³ ஜாக³த³ ஒஞ்ஜி பா⁴க³ன் ஆயேன மாத்ர பண்ட்³ட்³ பணொந்து³ல்லெ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entered their home without permission
llama3,I,40,என்ட³ கேணந்தே³ யேரா என்ன ஜாக³த³ மரன் கட்³தெர்.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entering another person's home without permission
llama3,J,21,എങ്ക്ലേന തിർപു മൽതിന സമയദ ദുംബു എന്ന ധനി ബാഡിഗെ ജാസ്തി മല്പെരെ പ്രയത്ന മൽതോന്ദുല്ലേർ.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,Someone took the person's money without permission
llama3,J,22,ബരീതകുലു ഏത് ബൊബ്ബെ പാഡോന്ദുല്ലേർ പൻഡ എങ്ക് രാത്രെഡ് ജെപ്പെരേ ആവൊന്ദിജി.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Housing,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,Unauthorized entry into a person's home
llama3,J,23,എന്ന അഡിപിൽദാ ഹാൾ ആയിന നള്ളിൻ എന്ന ധനി സരി മല്പെരെ തയാർ ഇജ്ജെർ.,My landlord will not fix the broken pipe in my kitchen,Housing,,Housing,Torts/Individuals,Land/Property,0.90,True,True,False,Unauthorized entry into a dwelling
llama3,J,24,എങ്ക് ബാഡിഗെദ ഇല്ലൻ ബുഡിയെരെ ഖാലി രഡ്ഡ് ദിനത വയിദേ കൊര്യേർ.,I was told to leave my rented house with only two days notice,Housing,,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Unauthorized entry and refusal to leave
llama3,J,25,എന്ന സഹവാസി ഇല്ല് ബുഡ്ദു ബാദഡിഗെൻ പുരാ എന്ന മിത്തെ പാഡ്ദ് പോയേർ.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Property damage caused by another person's action
llama3,J,26,എങ്ക് ഒഞ്ജി ഹാൾ ആയ്ന ഫോൻ-ന് മാർദ് ദഅംഗഡിദ ധനി കാസ്ന് പിരാ കൊരെരെ തയാർ ഇജ്ജെർ.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entered another person's home without permission and is refusing to leave.
llama3,J,27,യാൻ പൂരാ കാസ് കൊരി ബൊക്കലാ ബേലെൻ പൂർതി മൽതിജെർ.,I paid for a service that was never completed,Consumer/Money/Debt,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Trespassing and invasion of privacy
llama3,J,28,"എന്ന മെഗ്ഗെ രഡ്ഡ് വർഷദ ദുംബു എന്നഡ്ദ സാര ദെത്തൊണ്ഡെ, അവെൻ നൻലാ പിരാ കൊർതിജെ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Unauthorized entry into someone's home
llama3,J,29,എന്ന ഒപ്പന്ദിന ശുൽകഗ് ബ്യാങ്ക് എന്ന മിത്ത് കാസ് പാഡൊന്ദുണ്ഡു.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,The situation appears to be related to a financial transaction or bank account issue.
llama3,J,30,ഏരൊ എനൻ ഒഞ്ജി ഡോംഗി ആസ്തിദ മിത്ത് കാസ് പാഡെരെ ഒപ്പായെർ.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Housing,Torts/Individuals,Land/Property,0.95,False,False,False,Unauthorized entry into someone's home
llama3,J,31,യാൻ മൽതിന ജാസ്തി കെൽസഗ് എങ്ക് ബേലെദ ജാഗഡ്ഡ് കാസ് തിക്കിജി.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entering your home without permission
llama3,J,32,യാൻ ധനിട യാൻ ഹുഷാർ ഇജ്ജി പണ്ഡ്ഡ് പണ്ഡിന വാരഡെ ആർ എനൻ ബേലെഡ്ഡ് ദെത്തെർ.,I was fired the same week I told my boss I was sick,Work/Employment,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,False,False,The person's money has been taken without their consent and they are demanding that it be returned.
llama3,J,33,എന്ന ധനി എനൻ സുരക്ഷ ദീപിന സാമാൻ കൊർപെർ പന്ദ് പണ്ഡി ബൊക്ക അവെൻ കൊരന്ദേ എനഡ ബേലെ മല്പാവൊന്ദുല്ലെർ.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,Personal property entered without permission and something taken
llama3,J,34,"എങ്ക് ഒഞ്ജി പ്രൊമോഷൻ കൊർപെർ പണ്ഡ്ഡ് പാതേര കൊര്യെർ, മാത്ര ദാല കാരണ കൊരന്ദേ ബേതെ ജനക് കൊര്യെർ.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Physical harm/damage caused by another person's action
llama3,J,35,യാൻ ബേലെൻ ബുഡി ബൊക്ക എന്ന ധനി എന്ന അഖേരിദ സംബളൻ കൊരോന്ദിജ്ജെർ.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,Unauthorized transaction
llama3,J,36,എന്ന നെരെകരെദകുലു അക്ലെന ബേലിൻ എന്ന ജാഗദ ഉല്ലയി മുട്ട കട്ടാദെർ.,My neighbor built a wall that crosses onto my land,Land/Property,,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Physical harm/damage caused by another person's action
llama3,J,37,എൻഡ കേണന്ദേ യേരാ എന്ന കുടുംബദ ജാഗഡ് ബെന്നി ദട്ടൊന്ദുല്ലെർ.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Land/Property,Torts/Individuals,Housing,0.85,True,True,False,Dispute related to family home or property rights
llama3,J,38,എന്ന ജാഗദ ബേലിൻ യേരാ ദെത്ത് ബുഡ്തെർ.,The boundary markers on my property were moved without my knowledge,Land/Property,,Housing,Torts/Individuals,Courts/Legal-System,0.95,False,False,False,Unauthorized entry into someone's dwelling
llama3,J,39,എന്ന പലയെ എന്ന കുടുംബദ ജാഗദ ഒഞ്ജി ഭാഗൻ ആയേന മാത്ര പണ്ഡ്ഡ് പണൊന്ദുല്ലെ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,Dispute over family property taken without permission
llama3,J,40,എൻഡ കേണന്ദേ യേരാ എന്ന ജാഗദ മരൻ കഡ്തെർ.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entering your home without permission
llama3,K_sparse,21,எங்க்லேன திர்பு மல்தின ஸமயத³ து³ம்பு³ என்ன த⁴னி பா³டி³கெ³ ஜாஸ்தி மல்பெரெ ப்ரயத்ன மல்தோந்து³ல்லேர்.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage or personal injury caused by another individual's action
llama3,K_sparse,22,ப³ரீதகுலு ஏத் பொ³ப்³பெ³ பாடோ³ந்து³ல்லேர் பன்ட³ எங்க் ராத்ரெட்³ ஜெப்பெரே ஆவொந்தி³ஜி.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone took something that belongs to the person without permission.
llama3,K_sparse,23,என்ன அடி³பில்தா³ ஹாள் ஆயின நள்ளின் என்ன த⁴னி ஸரி மல்பெரெ தயார் இஜ்ஜெர்.,My landlord will not fix the broken pipe in my kitchen,Housing,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage or personal injury caused by another individual's action
llama3,K_sparse,24,எங்க் பா³டி³கெ³த³ இல்லன் பு³டி³யெரெ கா²லி ரட்³ட்³ தி³னத வயிதே³ கொர்யேர்.,I was told to leave my rented house with only two days notice,Housing,,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,Unauthorized taking of property suggests a dispute over ownership or possession.
llama3,K_sparse,25,என்ன ஸஹவாஸி இல்ல் பு³ட்³து³ பா³த³டி³கெ³ன் புரா என்ன மித்தெ பாட்³த்³ போயேர்.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property taken without permission
llama3,K_sparse,26,எங்க் ஒஞ்ஜி ஹாள் ஆய்ன போ²ன்-ந் மார்த்³ த³அங்க³டி³த³ த⁴னி காஸ்ன் பிரா கொரெரெ தயார் இஜ்ஜெர்.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Property damage caused by another person
llama3,K_sparse,27,யான் பூரா காஸ் கொரி பொ³க்கலா பே³லென் பூர்தி மல்திஜெர்.,I paid for a service that was never completed,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,Unauthorized taking of the person's property
llama3,K_sparse,28,"என்ன மெக்³கெ³ ரட்³ட்³ வர்ஷத³ து³ம்பு³ என்னட்³த³ ஸார தெ³த்தொண்டெ³, அவென் நன்லா பிரா கொர்திஜெ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or personal injury caused by another individual
llama3,K_sparse,29,என்ன ஒப்பந்தி³ன ஶுல்கக்³ ப்³யாங்க் என்ன மித்த் காஸ் பாடொ³ந்து³ண்டு³.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Personal property taken without consent
llama3,K_sparse,30,ஏரொ எனன் ஒஞ்ஜி டோ³ங்கி³ ஆஸ்தித³ மித்த் காஸ் பாடெ³ரெ ஒப்பாயெர்.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,Someone took the person's property without permission
llama3,K_sparse,31,யான் மல்தின ஜாஸ்தி கெல்ஸக்³ எங்க் பே³லெத³ ஜாக³ட்³ட்³ காஸ் திக்கிஜி.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,"Someone took the person's child without permission, violating their personal rights and property."
llama3,K_sparse,32,யான் த⁴னிட யான் ஹுஷார் இஜ்ஜி பண்ட்³ட்³ பண்டி³ன வாரடெ³ ஆர் எனன் பே³லெட்³ட்³ தெ³த்தெர்.,I was fired the same week I told my boss I was sick,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage caused by another individual
llama3,K_sparse,33,என்ன த⁴னி எனன் ஸுரக்ஷ தீ³பின ஸாமான் கொர்பெர் பந்த்³ பண்டி³ பொ³க்க அவென் கொரந்தே³ எனட³ பே³லெ மல்பாவொந்து³ல்லெர்.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,Someone has taken something that belongs to the person without permission.
llama3,K_sparse,34,"எங்க் ஒஞ்ஜி ப்ரொமோஷன் கொர்பெர் பண்ட்³ட்³ பாதேர கொர்யெர், மாத்ர தா³ல காரண கொரந்தே³ பே³தெ ஜனக் கொர்யெர்.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage caused by another person's action
llama3,K_sparse,35,யான் பே³லென் பு³டி³ பொ³க்க என்ன த⁴னி என்ன அகே²ரித³ ஸம்ப³ளன் கொரோந்தி³ஜ்ஜெர்.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,Physical harm/damage caused by another individual
llama3,K_sparse,36,என்ன நெரெகரெத³குலு அக்லென பே³லின் என்ன ஜாக³த³ உல்லயி முட்ட கட்டாதெ³ர்.,My neighbor built a wall that crosses onto my land,Land/Property,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage or personal injury caused by another individual
llama3,K_sparse,37,என்ட³ கேணந்தே³ யேரா என்ன குடும்ப³த³ ஜாக³ட்³ பெ³ன்னி த³ட்டொந்து³ல்லெர்.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Invasion of privacy and potential harm or damage to property
llama3,K_sparse,38,என்ன ஜாக³த³ பே³லின் யேரா தெ³த்த் பு³ட்³தெர்.,The boundary markers on my property were moved without my knowledge,Land/Property,,Torts/Individuals,Land/Property,Housing,0.85,False,True,True,Property damage or personal injury caused by another individual
llama3,K_sparse,39,என்ன பலயெ என்ன குடும்ப³த³ ஜாக³த³ ஒஞ்ஜி பா⁴க³ன் ஆயேன மாத்ர பண்ட்³ட்³ பணொந்து³ல்லெ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Land/Property,Housing,Torts/Individuals,0.90,True,True,False,Family member taking something that belongs to the person
llama3,K_sparse,40,என்ட³ கேணந்தே³ யேரா என்ன ஜாக³த³ மரன் கட்³தெர்.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,Personal injury caused by another individual
llama3,K_full,21,எங்க்லேன திர்பு மல்தின ஸமயத³ து³ம்பு³ என்ன த⁴னி பா³டி³கெ³ ஜாஸ்தி மல்பெரெ ப்ரயத்ன மல்தோந்து³ல்லேர்.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Consumer/Money/Debt,0.85,False,True,True,Property damage or personal injury caused by another individual's action
llama3,K_full,22,ப³ரீதகுலு ஏத் பொ³ப்³பெ³ பாடோ³ந்து³ல்லேர் பன்ட³ எங்க் ராத்ரெட்³ ஜெப்பெரே ஆவொந்தி³ஜி.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Land/Property,Torts/Individuals,Housing,0.85,False,True,True,Someone took the person's property without permission
llama3,K_full,23,என்ன அடி³பில்தா³ ஹாள் ஆயின நள்ளின் என்ன த⁴னி ஸரி மல்பெரெ தயார் இஜ்ஜெர்.,My landlord will not fix the broken pipe in my kitchen,Housing,,Torts/Individuals,Land/Property,Housing,0.85,False,True,True,Property damage or harm caused by another individual
llama3,K_full,24,எங்க் பா³டி³கெ³த³ இல்லன் பு³டி³யெரெ கா²லி ரட்³ட்³ தி³னத வயிதே³ கொர்யேர்.,I was told to leave my rented house with only two days notice,Housing,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage caused by another person's action
llama3,K_full,25,என்ன ஸஹவாஸி இல்ல் பு³ட்³து³ பா³த³டி³கெ³ன் புரா என்ன மித்தெ பாட்³த்³ போயேர்.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entered another person's house without permission and is now trying to leave.
llama3,K_full,26,எங்க் ஒஞ்ஜி ஹாள் ஆய்ன போ²ன்-ந் மார்த்³ த³அங்க³டி³த³ த⁴னி காஸ்ன் பிரா கொரெரெ தயார் இஜ்ஜெர்.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Housing,Torts/Individuals,Consumer/Money/Debt,0.85,False,True,True,Landlord-tenant relationship and property dispute
llama3,K_full,27,யான் பூரா காஸ் கொரி பொ³க்கலா பே³லென் பூர்தி மல்திஜெர்.,I paid for a service that was never completed,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,The situation involves money being given to someone and not being returned.
llama3,K_full,28,"என்ன மெக்³கெ³ ரட்³ட்³ வர்ஷத³ து³ம்பு³ என்னட்³த³ ஸார தெ³த்தொண்டெ³, அவென் நன்லா பிரா கொர்திஜெ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage caused by another person's action
llama3,K_full,29,என்ன ஒப்பந்தி³ன ஶுல்கக்³ ப்³யாங்க் என்ன மித்த் காஸ் பாடொ³ந்து³ண்டு³.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.85,True,True,False,Money owed by someone else
llama3,K_full,30,ஏரொ எனன் ஒஞ்ஜி டோ³ங்கி³ ஆஸ்தித³ மித்த் காஸ் பாடெ³ரெ ஒப்பாயெர்.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,Unauthorized use of funds
llama3,K_full,31,யான் மல்தின ஜாஸ்தி கெல்ஸக்³ எங்க் பே³லெத³ ஜாக³ட்³ட்³ காஸ் திக்கிஜி.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Housing,Consumer/Money/Debt,Torts/Individuals,0.90,False,False,False,Landlord-tenant relationship and deposit dispute
llama3,K_full,32,யான் த⁴னிட யான் ஹுஷார் இஜ்ஜி பண்ட்³ட்³ பண்டி³ன வாரடெ³ ஆர் எனன் பே³லெட்³ட்³ தெ³த்தெர்.,I was fired the same week I told my boss I was sick,Work/Employment,,Housing,Consumer/Money/Debt,Torts/Individuals,0.85,False,False,False,Landlord-tenant relationship and deposit dispute
llama3,K_full,33,என்ன த⁴னி எனன் ஸுரக்ஷ தீ³பின ஸாமான் கொர்பெர் பந்த்³ பண்டி³ பொ³க்க அவென் கொரந்தே³ எனட³ பே³லெ மல்பாவொந்து³ல்லெர்.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Housing,Torts/Individuals,Consumer/Money/Debt,0.85,False,False,False,Landlord-tenant dispute over taken property
llama3,K_full,34,"எங்க் ஒஞ்ஜி ப்ரொமோஷன் கொர்பெர் பண்ட்³ட்³ பாதேர கொர்யெர், மாத்ர தா³ல காரண கொரந்தே³ பே³தெ ஜனக் கொர்யெர்.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or harm caused by another individual
llama3,K_full,35,யான் பே³லென் பு³டி³ பொ³க்க என்ன த⁴னி என்ன அகே²ரித³ ஸம்ப³ளன் கொரோந்தி³ஜ்ஜெர்.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Housing,Torts/Individuals,Courts/Legal-System,0.95,False,False,False,Landlord-tenant relationship and property
llama3,K_full,36,என்ன நெரெகரெத³குலு அக்லென பே³லின் என்ன ஜாக³த³ உல்லயி முட்ட கட்டாதெ³ர்.,My neighbor built a wall that crosses onto my land,Land/Property,,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,Property damage caused by another person's action
llama3,K_full,37,என்ட³ கேணந்தே³ யேரா என்ன குடும்ப³த³ ஜாக³ட்³ பெ³ன்னி த³ட்டொந்து³ல்லெர்.,Someone is tilling on land that belongs to my family without asking,Land/Property,,Estates/Wills,Land/Property,Housing,0.85,False,True,True,Family dispute over land or property
llama3,K_full,38,என்ன ஜாக³த³ பே³லின் யேரா தெ³த்த் பு³ட்³தெர்.,The boundary markers on my property were moved without my knowledge,Land/Property,,Torts/Individuals,Land/Property,Housing,0.85,False,True,True,Property damage caused by another person's action
llama3,K_full,39,என்ன பலயெ என்ன குடும்ப³த³ ஜாக³த³ ஒஞ்ஜி பா⁴க³ன் ஆயேன மாத்ர பண்ட்³ட்³ பணொந்து³ல்லெ.,My brother is claiming a part of our family's land is his alone,Land/Property,Estates/Wills,Estates/Wills,Land/Property,Torts/Individuals,0.90,False,True,True,Family dispute over inheritance or property distribution after someone's death
llama3,K_full,40,என்ட³ கேணந்தே³ யேரா என்ன ஜாக³த³ மரன் கட்³தெர்.,Someone cut down trees on my property without permission,Land/Property,Torts/Individuals,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,Someone occupying your land without permission and refusing to leave
llama3,L_sparse,21,എങ്ക്ലേന തിർപു മൽതിന സമയദ ദുംബു എന്ന ധനി ബാഡിഗെ ജാസ്തി മല്പെരെ പ്രയത്ന മൽതോന്ദുല്ലേർ.,My landlord is trying to raise my rent before our agreement ends,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.85,False,True,True,"The situation involves someone taking money without permission, indicating a debt or financial issue."
llama3,L_sparse,22,ബരീതകുലു ഏത് ബൊബ്ബെ പാഡോന്ദുല്ലേർ പൻഡ എങ്ക് രാത്രെഡ് ജെപ്പെരേ ആവൊന്ദിജി.,The people next door make so much noise I cannot sleep at night,Housing,Torts/Individuals,Estates/Wills,Land/Property,Housing,0.90,False,True,True,Inheritance dispute and family member taking property that was meant for someone else
llama3,L_sparse,23,എന്ന അഡിപിൽദാ ഹാൾ ആയിന നള്ളിൻ എന്ന ധനി സരി മല്പെരെ തയാർ ഇജ്ജെർ.,My landlord will not fix the broken pipe in my kitchen,Housing,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,Unauthorized transaction with the person's money
llama3,L_sparse,24,എങ്ക് ബാഡിഗെദ ഇല്ലൻ ബുഡിയെരെ ഖാലി രഡ്ഡ് ദിനത വയിദേ കൊര്യേർ.,I was told to leave my rented house with only two days notice,Housing,,Estates/Wills,Land/Property,Housing,0.90,False,True,True,Inheritance dispute after a family member's passing
llama3,L_sparse,25,എന്ന സഹവാസി ഇല്ല് ബുഡ്ദു ബാദഡിഗെൻ പുരാ എന്ന മിത്തെ പാഡ്ദ് പോയേർ.,My roommate moved out and left me to pay all the rent,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,"Someone entered the person's home without permission, causing personal injury or trespassing"
llama3,L_sparse,26,എങ്ക് ഒഞ്ജി ഹാൾ ആയ്ന ഫോൻ-ന് മാർദ് ദഅംഗഡിദ ധനി കാസ്ന് പിരാ കൊരെരെ തയാർ ഇജ്ജെർ.,The shop owner sold me a broken phone and won't give my money back,Consumer/Money/Debt,,Housing,Land/Property,Torts/Individuals,0.90,False,False,False,Property-related issue with someone taking something that belongs to the person
llama3,L_sparse,27,യാൻ പൂരാ കാസ് കൊരി ബൊക്കലാ ബേലെൻ പൂർതി മൽതിജെർ.,I paid for a service that was never completed,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,Dispute over ownership or possession of land or property
llama3,L_sparse,28,"എന്ന മെഗ്ഗെ രഡ്ഡ് വർഷദ ദുംബു എന്നഡ്ദ സാര ദെത്തൊണ്ഡെ, അവെൻ നൻലാ പിരാ കൊർതിജെ.",My brother borrowed money from me two years ago and still has not paid,Consumer/Money/Debt,,Housing,Land/Property,Torts/Individuals,0.85,False,False,False,"Someone took something that belongs to the person, possibly related to their home or dwelling"
llama3,L_sparse,29,എന്ന ഒപ്പന്ദിന ശുൽകഗ് ബ്യാങ്ക് എന്ന മിത്ത് കാസ് പാഡൊന്ദുണ്ഡു.,The bank is charging me fees I never agreed to,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,True,True,False,"The situation appears to be related to a financial transaction or agreement that has gone awry, which falls under the broader category of consumer/money/debt issues."
llama3,L_sparse,30,ഏരൊ എനൻ ഒഞ്ജി ഡോംഗി ആസ്തിദ മിത്ത് കാസ് പാഡെരെ ഒപ്പായെർ.,Someone convinced me to invest in something that turned out to be fake,Consumer/Money/Debt,,Housing,Torts/Individuals,Courts/Legal-System,0.95,False,False,False,Someone entered their home without permission
llama3,L_sparse,31,യാൻ മൽതിന ജാസ്തി കെൽസഗ് എങ്ക് ബേലെദ ജാഗഡ്ഡ് കാസ് തിക്കിജി.,My workplace has not paid me for the extra hours I worked,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or personal injury caused by another individual's action
llama3,L_sparse,32,യാൻ ധനിട യാൻ ഹുഷാർ ഇജ്ജി പണ്ഡ്ഡ് പണ്ഡിന വാരഡെ ആർ എനൻ ബേലെഡ്ഡ് ദെത്തെർ.,I was fired the same week I told my boss I was sick,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or trespassing
llama3,L_sparse,33,എന്ന ധനി എനൻ സുരക്ഷ ദീപിന സാമാൻ കൊർപെർ പന്ദ് പണ്ഡി ബൊക്ക അവെൻ കൊരന്ദേ എനഡ ബേലെ മല്പാവൊന്ദുല്ലെർ.,My employer is making me work without the safety equipment I was promised,Work/Employment,,Housing,Consumer/Money/Debt,Torts/Individuals,0.95,False,False,False,Landlord-tenant relationship and security deposit dispute
llama3,L_sparse,34,"എങ്ക് ഒഞ്ജി പ്രൊമോഷൻ കൊർപെർ പണ്ഡ്ഡ് പാതേര കൊര്യെർ, മാത്ര ദാല കാരണ കൊരന്ദേ ബേതെ ജനക് കൊര്യെർ.",I was promised a promotion but someone else got it without explanation,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Someone else's actions caused harm or inconvenience to the person.
llama3,L_sparse,35,യാൻ ബേലെൻ ബുഡി ബൊക്ക എന്ന ധനി എന്ന അഖേരിദ സംബളൻ കൊരോന്ദിജ്ജെർ.,My employer refuses to give me my final paycheck after I quit,Work/Employment,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,Someone took the person's money without consent
llama3,L_sparse,36,എന്ന നെരെകരെദകുലു അക്ലെന ബേലിൻ എന്ന ജാഗദ ഉല്ലയി മുട്ട കട്ടാദെർ.,My neighbor built a wall that crosses onto my land,Land/Property,,Land/Property,Housing,Torts/Individuals,0.90,True,True,False,The situation involves someone taking the person's land or property without permission.
